10.00,100.00,3.30,36.36,22.85
5.00,100.00,3.25,36.92,23.20
10.00,100.00,3.03,39.59,24.87
5.00,100.00,3.00,40.00,25.13
10.00,96.30,3.67,28.03,19.04
5.00,100.00,3.35,35.79,22.49
10.00,100.00,3.31,36.25,22.78
5.00,100.00,3.29,36.43,22.89
10.00,100.00,3.00,40.00,25.13
5.00,100.00,3.00,40.00,25.13
10.00,87.50,4.29,17.59,13.18
5.00,83.33,4.75,13.72,10.58
10.00,77.27,4.82,10.79,8.54
5.00,86.67,3.93,18.64,14.06
10.00,100.00,3.30,36.36,22.85
5.00,100.00,3.05,39.31,24.70
10.00,100.00,3.09,38.79,24.37
5.00,100.00,3.11,38.64,24.28
10.00,92.00,4.24,20.82,14.94
5.00,100.00,3.50,34.29,21.54
10.00,100.00,3.30,36.36,22.85
5.00,100.00,3.62,33.10,20.80
10.00,100.00,3.03,39.59,24.87
5.00,100.00,3.05,39.31,24.70
10.00,100.00,3.06,39.18,24.62
5.00,100.00,3.05,39.31,24.70
10.00,84.00,4.12,16.20,12.44
5.00,93.33,3.67,25.22,17.82
10.00,92.00,4.16,21.22,15.22
5.00,71.43,4.07,10.08,7.94
10.00,80.00,5.40,10.68,8.38
5.00,54.55,5.09,3.37,1.35
10.00,76.00,4.08,12.13,9.61
5.00,100.00,5.18,23.16,14.55
