10.00,100.00,4.33,27.69,17.40
5.00,93.33,3.53,26.17,18.49
10.00,100.00,3.27,36.73,23.08
5.00,100.00,3.28,36.61,23.00
10.00,61.90,5.24,5.01,3.43
5.00,84.62,4.38,15.56,11.90
10.00,96.67,3.33,31.25,21.11
5.00,100.00,3.67,32.73,20.56
10.00,100.00,3.00,40.00,25.13
5.00,100.00,3.17,37.89,23.81
10.00,90.48,5.10,16.43,11.98
5.00,54.55,5.27,3.25,1.30
10.00,71.43,5.14,7.98,6.28
5.00,84.62,4.46,15.29,11.70
10.00,100.00,3.23,37.20,23.37
5.00,100.00,3.35,35.79,22.49
10.00,100.00,3.09,38.79,24.37
5.00,100.00,3.22,37.24,23.40
10.00,80.95,5.24,11.40,8.91
5.00,81.82,5.00,12.33,9.60
10.00,100.00,3.23,37.20,23.37
5.00,89.47,3.11,26.04,19.17
10.00,100.00,3.19,37.58,23.61
5.00,100.00,3.11,38.64,24.28
10.00,100.00,3.06,39.18,24.62
5.00,100.00,3.05,39.31,24.70
10.00,86.36,4.86,14.92,11.27
5.00,92.86,3.79,24.02,17.07
10.00,95.00,5.45,17.99,12.45
5.00,77.78,6.00,8.84,6.98
10.00,76.47,6.35,7.93,6.28
5.00,42.86,7.14,0.92,0.00
10.00,78.26,4.52,11.94,9.42
5.00,100.00,4.83,24.83,15.60
