10.00,100.00,4.41,27.23,17.11
5.00,88.24,3.29,23.51,17.50
10.00,100.00,2.24,53.47,33.59
5.00,100.00,2.50,48.00,30.16
10.00,100.00,6.05,19.83,12.46
5.00,100.00,5.45,22.00,13.82
10.00,100.00,2.64,45.44,28.55
5.00,94.12,3.47,27.38,19.17
10.00,100.00,2.43,49.41,31.04
5.00,100.00,2.71,44.21,27.78
10.00,83.33,6.94,9.38,7.24
5.00,66.67,6.78,4.90,3.71
10.00,64.71,7.59,3.98,2.92
5.00,75.00,8.12,5.85,4.64
10.00,100.00,3.61,33.21,20.87
5.00,100.00,5.00,24.00,15.08
10.00,100.00,2.54,47.31,29.72
5.00,100.00,3.47,34.58,21.72
10.00,95.00,6.20,15.82,10.94
5.00,100.00,8.50,14.12,8.87
10.00,97.06,3.21,32.98,22.13
5.00,100.00,4.29,28.00,17.59
10.00,97.73,2.30,47.25,31.35
5.00,100.00,2.30,52.08,32.72
10.00,95.56,2.18,45.93,31.54
5.00,100.00,2.62,45.82,28.79
10.00,63.64,5.55,5.17,3.71
5.00,100.00,4.20,28.57,17.95
10.00,77.27,5.55,9.38,7.42
5.00,57.14,10.14,1.98,1.06
10.00,87.50,15.25,4.95,3.71
5.00,33.33,7.22,0.21,0.00
10.00,88.89,4.37,18.13,13.42
5.00,100.00,7.11,16.88,10.60
