10.00,100.00,3.87,31.03,19.50
5.00,100.00,3.00,40.00,25.13
10.00,100.00,2.27,52.80,33.17
5.00,100.00,2.50,48.00,30.16
10.00,100.00,4.64,25.86,16.25
5.00,100.00,4.07,29.47,18.52
10.00,100.00,2.30,52.12,32.75
5.00,89.47,3.00,26.95,19.84
10.00,97.56,2.44,44.18,29.40
5.00,100.00,2.71,44.21,27.78
10.00,100.00,4.90,24.47,15.37
5.00,66.67,5.44,6.10,4.62
10.00,70.83,4.96,8.07,6.34
5.00,100.00,8.71,13.77,8.65
10.00,100.00,3.50,34.29,21.54
5.00,100.00,3.88,30.97,19.46
10.00,100.00,2.54,47.31,29.72
5.00,100.00,3.22,37.24,23.40
10.00,91.67,5.00,17.45,12.57
5.00,100.00,5.91,20.31,12.76
10.00,100.00,3.47,34.59,21.74
5.00,100.00,4.69,25.57,16.07
10.00,100.00,2.54,47.31,29.72
5.00,100.00,2.50,48.00,30.16
10.00,95.65,2.11,47.60,32.65
5.00,100.00,2.62,45.82,28.79
10.00,76.19,5.86,8.51,6.74
5.00,92.86,3.57,25.46,18.09
10.00,70.59,7.47,5.30,4.16
5.00,60.00,5.70,4.16,2.65
10.00,50.00,9.07,1.37,0.00
5.00,57.14,8.71,2.31,1.24
10.00,85.71,4.18,16.97,12.89
5.00,87.50,8.00,9.44,7.07
