10.00,100.00,10.92,10.99,6.91
5.00,90.00,6.50,12.67,9.28
10.00,100.00,3.30,36.33,22.83
5.00,100.00,4.07,29.51,18.54
10.00,63.64,10.82,2.65,1.90
5.00,87.50,6.75,11.19,8.38
10.00,100.00,3.90,30.80,19.35
5.00,100.00,4.54,26.44,16.61
10.00,100.00,2.94,40.75,25.61
5.00,100.00,4.43,27.10,17.02
10.00,80.00,12.60,4.58,3.59
5.00,50.00,9.00,1.38,0.00
10.00,35.71,8.71,0.28,0.00
5.00,66.67,24.00,1.38,1.05
10.00,100.00,4.60,26.09,16.39
5.00,100.00,6.89,17.42,10.94
10.00,100.00,2.84,42.22,26.53
5.00,94.12,3.53,26.93,18.85
10.00,71.43,17.57,2.34,1.84
5.00,66.67,23.67,1.40,1.06
10.00,95.65,5.22,19.24,13.19
5.00,91.67,5.42,16.11,11.60
10.00,100.00,3.26,36.76,23.09
5.00,100.00,2.85,42.11,26.45
10.00,100.00,2.58,46.60,29.28
5.00,100.00,3.47,34.58,21.72
10.00,90.91,12.09,7.03,5.10
5.00,100.00,8.50,14.12,8.87
10.00,75.00,17.00,2.80,2.22
5.00,50.00,15.25,0.82,0.00
10.00,83.33,18.17,3.59,2.77
5.00,66.67,11.17,2.97,2.25
10.00,94.74,6.63,14.65,10.17
5.00,100.00,16.67,7.20,4.52
