10.00,100.00,3.23,37.20,23.37
5.00,100.00,3.05,39.31,24.70
10.00,100.00,3.03,39.59,24.87
5.00,100.00,3.00,40.00,25.13
10.00,85.71,3.61,19.66,14.93
5.00,100.00,3.22,37.24,23.40
10.00,96.77,3.10,33.78,22.78
5.00,100.00,3.50,34.29,21.54
10.00,100.00,3.00,40.00,25.13
5.00,100.00,3.11,38.64,24.28
10.00,96.00,4.08,24.92,17.00
5.00,92.31,4.00,22.30,15.95
10.00,91.30,4.70,18.35,13.26
5.00,100.00,4.21,28.47,17.89
10.00,100.00,3.16,37.96,23.85
5.00,100.00,3.00,40.00,25.13
10.00,100.00,3.03,39.59,24.87
5.00,100.00,3.11,38.64,24.28
10.00,96.43,3.68,28.07,19.03
5.00,100.00,3.50,34.29,21.54
10.00,100.00,3.30,36.36,22.85
5.00,100.00,3.47,34.58,21.72
10.00,100.00,3.03,39.59,24.87
5.00,100.00,3.05,39.31,24.70
10.00,100.00,3.06,39.18,24.62
5.00,100.00,3.05,39.31,24.70
10.00,84.62,4.04,16.89,12.92
5.00,100.00,3.73,32.14,20.20
10.00,88.46,3.96,19.71,14.64
5.00,75.00,3.62,13.12,10.40
10.00,60.00,5.50,4.31,2.74
5.00,60.00,5.80,4.09,2.60
10.00,81.48,3.78,16.12,12.57
5.00,92.31,4.38,20.35,14.55
