10.00,90.00,3.87,21.30,15.60
5.00,93.75,3.38,27.80,19.55
10.00,100.00,2.11,56.97,35.79
5.00,100.00,2.21,54.34,34.14
10.00,92.59,4.22,21.34,15.21
5.00,90.00,5.70,14.45,10.58
10.00,100.00,2.38,50.40,31.67
5.00,94.44,3.22,29.84,20.80
10.00,100.00,2.32,51.76,32.52
5.00,100.00,2.55,47.14,29.62
10.00,76.92,4.42,11.60,9.18
5.00,81.82,5.36,11.50,8.95
10.00,71.43,5.95,6.90,5.43
5.00,70.00,5.80,6.65,5.20
10.00,100.00,3.61,33.21,20.87
5.00,100.00,3.88,30.97,19.46
10.00,100.00,2.62,45.71,28.72
5.00,95.00,2.80,35.02,24.23
10.00,95.00,6.20,15.82,10.94
5.00,90.00,6.60,12.48,9.14
10.00,100.00,3.21,37.43,23.52
5.00,100.00,3.56,33.68,21.16
10.00,100.00,2.37,50.59,31.78
5.00,100.00,2.35,51.11,32.11
10.00,95.65,2.17,46.18,31.67
5.00,100.00,2.62,45.82,28.79
10.00,73.91,5.26,8.65,6.85
5.00,100.00,4.67,25.71,16.16
10.00,76.19,5.86,8.51,6.74
5.00,57.14,10.14,1.98,1.06
10.00,75.00,14.62,3.25,2.58
5.00,57.14,8.71,2.31,1.24
10.00,91.67,5.04,17.31,12.46
5.00,100.00,6.30,19.05,11.97
