10.00,92.00,4.24,16129.49
5.00,100.00,3.56,25589.21
10.00,87.50,4.46,13825.98
5.00,92.86,4.21,16501.98
10.00,89.47,5.74,9346.28
5.00,91.67,4.75,13080.29
10.00,53.85,8.85,2731.38
5.00,60.00,5.70,5779.68
10.00,94.12,6.53,8200.70
5.00,81.82,5.36,9309.59
10.00,80.00,7.53,5505.77
5.00,70.00,5.70,6990.00
10.00,85.71,5.10,10708.28
5.00,90.91,5.18,11191.46
10.00,91.30,4.57,13955.07
5.00,72.73,5.36,8058.71
10.00,57.89,5.74,5475.12
5.00,50.00,9.50,2273.54
10.00,73.91,4.61,10599.19
5.00,90.91,5.18,11191.46
10.00,92.59,3.78,20482.58
5.00,90.00,5.70,9507.03
10.00,71.43,5.10,8565.83
5.00,91.67,4.83,12695.57
10.00,80.00,4.12,14370.40
5.00,90.00,5.70,9507.03
10.00,58.82,6.53,4607.00
5.00,75.00,4.75,10236.25
10.00,63.16,5.84,5930.19
5.00,28.57,8.14,1369.26
10.00,41.18,6.71,2841.47
5.00,20.00,11.60,552.74
10.00,25.00,7.06,1399.66
5.00,44.44,6.44,3311.36
